"REGION","RNAME","SNAME","KEY","LENGTH","UPNGR","DOWNNGR","CHEMNGR","N_GQA_90","N_GQA_95","N_GQA_00","N_GQA_01","N_GQA_02","N_GQA_03","N_GQA_04","N_GQA_05","N_GQA_06","N_GQA_07","N_GQA_08","N_GQA_09"
"Midlands","KINGSTON BK","STONE_BR_E_LEAKE_TO_RD_BR_WEST_LEAKE","028010073008",3.5,"SK556  264","SK524  263","SK5240026300","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","KINGSTON BK","MINOR_RD_BR_WEST_LEAKE_TO_CONF_R_SOAR","028010073012",4,"SK524  263","SK493  277","SK4970027800","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","LONG WHATTON BK","LONG_WHATTON_STW_TO_CONF_R_SOAR","028010074008",1.6,"SK489  233","SK505  233","SK4990422926","5","5","6","6","6","5","5","5","5","5","5","5"
"Midlands","WESTMEADOW BK","FB_AT_THRINGSTONE_TO_LONG_WHATTON_BK","028010075004",8.9,"SK421  173","SK469  239","SK4663523753","6","6","6","6","6","5","5","5","5","5","5","5"
"Midlands","BLACK BK","B5350_RD_BR_CHARLEY_TO_BLACKBROOK_RES","028010076004",4.3,"SK488  141","SK467  170","SK4717716873","3","3","4","4","4","4","4","4","3","3","3","3"
"Midlands","BLACK BK","BLACKBROOK_RES_TO_GRACE_DIEU_BROOK","028010076008",5.2,"SK467  170","SK479  207","SK4743020150","6","6","6","6","5","6","5","4","4","4","5","4"
"Midlands","BLACK BK","CONF_GRACE_DIEU_BROOK_TO_CONF_R_SOAR","028010076012",5.9,"SK479  207","SK521  220","SK5177021010","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","GRACE DIEU BK","DISUSED_BR_GRACE_PRIORY_TO_SNARROWS_STW","028010077004",0.5,"SK433  182","SK435  185","SK4344018420","4","4","4","4","3","3","3","3","3",,"3","3"
"Midlands","GRACE DIEU BK","SNARROWS_STW_TO_FOREST_LANE_BELTON","028010077008",2.5,"SK435  185","SK449  202","SK4440019610","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","GRACE DIEU BK","FOREST_LANE_BELTON_TO_CONF_BLACK_BK","028010077012",3.3,"SK449  202","SK479  207","SK4690021000","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","BRADGATE BK","B591_ULVERSCROFT_TO_SWITHLAND_RES","028010079504",11.8,"SK478  124","SK562  130","SK5225509802","3","3","3","3","3","3","3","3","3","2","2","2"
"Midlands","SWITHLAND BK","ROECLIFFE_HILL_TO_CONF_QUORN_BK","028010079804",6,"SK527  125","SK556  151","SK5547912883","4","4","4","4","4","4","4","3","3","3","3","3"
"Midlands","ROTHLEY BK","TRIB_FROM_DESFORD_TO_M1_RD_BR_RATBY","028010080012",3.9,"SK492  039","SK525  053","SK5204805143","5","5","5","5","5","4","4","4","4","5","4","4"
"Midlands","ROTHLEY BK","M1_RD_BR_RATBY_TO_MINOR_RD_BR_ANSTEY","028010080016",5.2,"SK525  053","SK557  089","SK5520008500","5","5","5","4","4","4","4","4","4","4","4","4"
"Midlands","ROTHLEY BK","MINOR_RD_BRIDGE_ANSTEY_TO_CONF_R_SOAR","028010080022",8.4,"SK557  089","SK592  132","SK5868012880","6","5","5","4","4","4","4","4","4","4","4","4"
"Midlands","MARKFIELD BK","THORNTON_RES_TO_CONF_ROTHLEY_BK","028010080804",1.8,"SK470  074","SK471  060","SK4730006800",,"3","3","3","3","2","2","2","2","2","2","2"
"Midlands","EYE R","HAWKWELL_SPRING_TO_GARTHORPE_RD_BRIDGE","028010081004",2.357,"SK819  262","SK834  208","SK8489722335","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","EYE R","GARTHORPE_RD_BRIDGE_TO_CONF_LANGHAM_BK","028010081008",3.7,"SK834  208","SK815  187","SK8211519440","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","EYE R","CONF_LANGHAM_BK_TO_TRIB_FROM_FREEBY","028010081012",1,"SK815  187","SK808  189","SK8119818780","5","6","6","6","6","6","6","6","5","5","5","5"
"Midlands","EYE R","CONF_TRIB_FROM_FREEBY_TO_SCALFORD_BK","028010081016",7,"SK808  189","SK758  188","SK7716519232","5","6","6","6","5","5","5","5","5","5","5","4"
"Midlands","WREAKE R","CONF_SCALFORD_BK_TO_MELTON_MOWBRAY_STW","028010081022",2.5,"SK758  188","SK735  182","SK7368018285","5","6","6","6","6","5","5","5","4","4","4","4"
"Midlands","WREAKE R","MELTON_MOWBRAY_STW_TO_CONF_WELBY_BK","028010081024",3.5,"SK735  182","SK716  189","SK7189418030","6","6","6","6","6","6","6","6","6","5","5","6"
"Midlands","WREAKE R","CONF_WELBY_BK_TO_ASFORDBY_STW_OUTFALL","028010081028",0,"SK716  189","SK705  186","SK7047118616","6","6","6","6","6","6","6","6","5","5","5","5"
"Midlands","WREAKE R","CONF_WELBY_BK_TO_FB_NR_GABLES_FM_HOBY","028010081032",6.575,"SK716  189","SK674  174","SK6862517859","6","6","6","6","6","6","6","6","5","5","5","5"
"Midlands","WREAKE R","FB_NR_GABLES_FM_TO_QUENIBOROUGH_BK","028010081036",8,"SK674  174","SK627  132","SK6311114114",,"6","6","6","6","6","6","5","5","5","5","5"
"Midlands","WREAKE R","CONF_QUENIBOROUGH_BK_TO_CONF_R_SOAR","028010081042",4,"SK627  132","SK596  127","SK6223412923","6","6","6","6","6","5","5","5","5","5","5","5"
"Midlands","SYSTON BK","HUNGARTON_STW_TO_CONF_MINOR_TRIB_BEEBY","028010081504",4.2,"SK688  061","SK662  082","SK6621508326","4","4","4","4","4","3","3","3","3","3","3","3"
"Midlands","SYSTON BK","TRIB_BEEBY_TO_CONF_R_WREAKE","028010081508",8,"SK662  082","SK611  120","SK6187311785","4","4","5","4","4","4","4","3","4","3","3","3"
"Midlands","QUENIBOROUGH BK","CONF_GADDESBY_BK_TO_OLD_QUENIBOROUGH_ST","028010082004",1.1,"SK643  131","SK632  132","SK6437813052","4","4","4","4","4","3","3","3","3","3","3","3"
"Midlands","QUENIBOROUGH BK","OLD_QUENIBOROUGH_STW_TO_CONF_R_WREAKE","028010082008",0.9,"SK632  132","SK627  132","SK6287713026","6","5","5","4","4","4","4","4","4","3","3","3"
"Midlands","GADDESBY BK","OWSTON_STW_TO_CONF_BURROUGH_TRIB","028010082204",4.2,"SK775  084","SK737  094","SK7364409423","4","4","5","4","4","3","3","3","3","3","3","3"
"Midlands","GADDESBY BK","CONF_BURROUGH_TRIB_TO_GADDESBY_TRIB","028010082208",4,"SK737  094","SK709  118","SK7288510209","4","4","5","4","4","3","3","3","3","3","3","3"
"Midlands","GADDESBY BK","GADDESBY_TRIB_TO_CONF_QUENIBOROUGH_BK","028010082212",6.9,"SK709  118","SK643  131","SK6440013142","4","4","5","4","4","3","4","3","3","3","3","3"
"Midlands","TRIB TWO OF GADDESBY BK","THORPE_SATCHVILLE_STW_TO_GADDESBY_BK","028010082404",3,"SK731  109","SK709  118","SK7100311769",,"5","5","5","4","4","4","4","4","4","4","4"
"Midlands","TRIB OF GADDESBY BK","BURROUGH_ON_THE_HILL_STW_TO_GADDESBY_BK","028010082604",1.3,"SK759  105","SK755  092","SK7587409544",,"4","5","5","5","4","4","3","3","3","3","3"
"Midlands","SCALFORD BK","OLD_SCALFORD_STW_OUTFALL_TO_CONF_R_EYE","028010082804",6,"SK764  240","SK758  188","SK7567918965","4","5","5","5","5","4","4","4","4","5","4","4"
"Midlands","THORPE BK","WALTHAM_STW_TO_FB_NR_GOLDSMITH_GRANGE","028010083004",3,"SK793  255","SK777  233","SK7847424409",,"6","6","6","6","6","6","6","6","6","6","6"
"Midlands","THORPE BK","FB_NR_GOLDSMITH_GRANGE_TO_CONF_R_EYE","028010083008",5,"SK777  233","SK761  188","SK7613919109","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","BURTON BK","BURTON_BRIDGE_TO_BURTON_LAZARS_STW","028010083204",1.7,"SK773  160","SK781  173","SK7813717229",,"5","6","5","5","4","5","4","4","4","4","4"
"Midlands","BURTON BK","BURTON_LAZARS_STW_TO_CONF_R_EYE","028010083208",0.5,"SK781  173","SK778  181","SK7798117779","5","6","6","6","6","5","5","5","5","4","5","4"
"Midlands","LANGHAM BK","A606_RD_BR_LANGHAM_TO_LANGHAM_STW","028010083404",1,"SK841  109","SK848  114","SK8667111791","4","5","5","4","4","4","5","5","5","5","5","5"
"Midlands","LANGHAM BK","LANGHAM_STW_OUTFALL_TO_CONF_ASHWELL_BK","028010083408",7,"SK848  114","SK866  146","SK8667111791","6","6","6","6","6","6","6","5","5","5","5","5"
"Midlands","LANGHAM BK","CONF_ASHWELL_BK_TO_CONF_R_EYE","028010083412",8.2,"SK866  146","SK815  187","SK8249817192","5","5","6","6","5","5","5","5","5","4","4","4"
"Midlands","WYMONDHAM BK","WYMONDHAM_STW_TO_CONF_LANGHAM_BK","028010083516",3,"SK849  182","SK825  174","SK8280317274","5","6","6","6","5","6","6","5","5","4","4","4"
"Midlands","SOMERBY BK","EAST_ARM_OF_SOMERBY_BROOK","028010083604",1.8,"SK787  114","SK791  133","SK7897413290",,"6","6","6","6","6","6","6","6","5","5","5"
"Midlands","SOMERBY BK","WEST_ARM_OF_SOMERBY_BROOK","028010083608",3.789,"SK779  108","SK791 133","SK7897413290",,"5","6","6","6","5","5","5","5","5","5","5"
"Midlands","SOMERBY BK","CONF_OF_E_W_TRIBS_TO_CONF_LANGHAM_BK","028010083612",6,"SK791 133","SK827 169","SK8142316273",,"4","6","6","6","4","4","4","5","4","5","5"
"Midlands","WHISSENDINE BK","COLD_OVERTON_STW_TO_DS_COLD_OVERTON","028010083704",1,"SK807  105","SK814  115","SK8147611757",,"4","5","5","4","3","4","3","4","3","3","3"
"Midlands","WHISSENDINE BK","DS_COLD_OVERTON_TO_CONF_LANGHAM_BK","028010083708",7,"SK814  115","SK834 166","SK8343016623","5","6","6","6","6","5","5","5","5","4","4","4"
"Midlands","ASHWELL BK","RD_BR_AT_ASHWELL_TO_CONF_LANGHAM_BK","028010083804",1.1,"SK864  137","SK866  146","SK8663614587",,"5","6","6","6","6","5","5","5","5","5","5"
"Midlands","MELTON BK","FB_AT_KEYHAM_TO_TRIB_FROM_SCRAPTOFT","028010083904",3.8,"SK668  062","SK639  077","SK6446007463",,"4","4","4","3","3","3","3","3","3","3","3"
"Midlands","MELTON BK","TRIB_FROM_SCRAPTOFT_TO_CONF_R_SOAR","028010083908",4.8,"SK639  077","SK597  078","SK6006207489","4","5","4","4","3","3","3","3","3","3","3","3"
"Midlands","WILLOW BK","HOUGHTON_STW_TO_HUMBERSTONE_FB","028010084004",4.8,"SK669  034","SK638  048","SK6375104867",,"5","6","6","5","5","5","4","5","4","4","4"
"Midlands","WILLOW BK","HUMBERSTONE_FB_TO_CONF_LEICS_CANAL","028010084008",11.2,"SK638  048","SK591  057","SK5912005645","5","5","5","4","4","4","4","4","4","4","4","3"
"Midlands","EVINGTON BK","OLD_STOUGHTON_STW_TO_CONF_WILLOW_BK","028010084504",5.5,"SK635  028","SK608  049","SK6071004600",,"4","4","4","4","3","3","3","3","3","3","3"
"Midlands","WASH BK","CULVERT_EXIT_NR_A50_TO_CONF_R_SOAR","028010086008",2,"SK598  009","SK577  024","SK5817702193","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","SENCE R","BILLESDON_BR_TO_RD_BR_NR_GAULBY","028010087004",3.5,"SK720  027","SK693  029","SK6924502914","4","3","4","4","4","4","4","4","4","4","4","4"
"Midlands","TEAN R","UPPER_TEAN_TO_CHECKLEY_STW_OUTFALL","028010136012",4,"SK008  395","SK035  374","SK0269937658","3","3","4","4","4","4","4","4","4","3","3","3"
"Midlands","TEAN R","CHECKLEY_STW_OUTFALL_TO_FB_AT_BEAMHURST","028010136016",3.8,"SK035  374","SK063  359","SK0452337152","5","5","5","5","5","5","5","5","5","5","5","5"
"Midlands","TEAN R","FB_AT_BEAMHURST_TO_CONF_WITH_R_DOVE","028010136022",5,"SK063  359","SK106  344","SK1042334464","5","6","6","6","5","5","5","5","5","5","5","5"
"Midlands","CHURNET R","A53_UPPER_HULME_TO_TITTESWORTH_RES","028010139004",4,"SK012  606","SJ997  602","SK0001960285","2","2","2","2","2","2","2","2","2","2","2","2"
"Midlands","CHURNET R","TITTESWORTH_RES_TO_TITTESWORTH_FLUME","028010139008",1.8,"SJ997  602","SJ994  585","SJ9930058100","2","2","2","2","2","2","2","2","2","2","2","1"
"Midlands","CHURNET R","TITTESWORTH_RES_FLUME_TO_ABBEY_GREEN_BR","028010139012",2.2,"SJ994  585","SJ979  572","SJ9791257210","2","2","2","2","2","2","2","2","2","2","2","2"
"Midlands","CHURNET R","ABBEY_GREEN_ROAD_BR_TO_BRIDGEND","028010139016",0.8,"SJ979  572","SJ972  572","SJ9730457149","2","2","2","2","2","2","2","2","2","2","2","2"
"Midlands","CHURNET R","BRIDGEND_TO_LEEK_STW_OUTFALL","028010139022",6.2,"SJ972  572","SJ981  539","SJ9740055300","3","2","3","3","2","2","2","2","3","3","3","2"
"Midlands","CHURNET R","LEEK_STW_OUTFALL_TO_CONF_WITH_ENDON_BK","028010139024",2,"SJ981  539","SJ968  534","SJ9687053580",,"4","3","3","3","3","3","3","3","3","3","3"
"Midlands","CHURNET R","CHEDDLETON_STATION_TO_CONSALL","028010139032",4,"SJ982  521","SK003  486","SK0006248654","3","3","3","3","3","3","3","3","3","3","3","3"
"Midlands","CHURNET R","CONSALL_TO_CONF_WITH_R_DOVE","028010139036",19.8,"SK003  486","SK102  375","SK1060039300","3","3","3","3","3","3","3","3","3","3","3","3"
"Midlands","HENMORE BK","CARSINGTON_RESERVOIR_TO_ATLOW","028010144004",2,"SK244  503","SK230  489","SK2300048900","2","2","2","2","2","1","1","1","1","1","1","1"
"Midlands","HENMORE BK","ATLOW_TO_ASHBOURNE_SCHOOL_LANE","028010144008",10.9,"SK230  489","SK177  463","SK1770046300",,"3","3","3","2","2","2","2","2","2","2","2"
"Midlands","HENMORE BK","ASHBOURNE_SCHOOL_LANE_TO_R_DOVE","028010144012",8,"SK177  463","SK159  447","SK1620044700","3","3","3","3","3","3","3","3","3","3","3","2"
"Midlands","BENTLEY BK","CONF_HAVEN_DALE_BK_TO_ASHBOURNE_STW","028010145004",8.7,"SK200  521","SK164  463","SK1722746905","3","3","3","3","3","3","3","3","3","3","3","3"
"Midlands","BENTLEY BK","ASHBOURNE_STW_TO_CONF_WITH_R_DOVE","028010145008",0.5,"SK164  463","SK160  462","SK1604846249","3","4","4","4","4","4","4","4","4","4","4","4"
"Midlands","MANIFOLD R","LONGNOR_TO_HULME_END","028010146004",7.4,"SK082  647","SK106  592","SK1060259268","1","2","2","2","1","1","2","2","2","2","2","2"
"Midlands","MANIFOLD R","HULME_END_TO_R_HAMPS","028010146008",8.6,"SK106  592","SK104  540","SK0952456091",,"2","2","2","2","2","2","2","2","2","2","2"
"Midlands","MANIFOLD R","R_HAMPS_TO_R_DOVE","028010146012",8,"SK104  538","SK146  503","SK1356250819","3","3","3","3","3","3","3","3","3","3","3","2"
"Midlands","HAMPS R.","B5053_RD_BR_ONECOTE_TO_WINKHILL","028010147004",6,"SK050  552","SK060  514","SK0602951448",,"1","2","2","1","2","2","2","2","2","2","2"
"Midlands","HAMPS R.","WINKHILL_TO_CONF_R_MANIFOLD","028010147008",10,"SK060  514","SK104  540","SK0834750242","1","1","2","1","1","1","1","1","2","2","2","1"
"Midlands","DARKLANDS BK","STANTON_STW_TO_CONF_RTRENT","028010150008",4,"SK273  192","SK241  205","SK2460020120","6","6","6","6","6","6","6","6","6","6","5","5"
"Midlands","MEASE R","TWYCROSS_STW_TO_CONF_GILWISKAW_BK","028010151004",5,"SK3242 0729","SK3363 1006","SK3370010000","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","MEASE R","CONF_GILWISKAW_BK_TO_MEASHAM_STW","028010151008",2.2,"SK3363 1006","SK3225 1181","SK3270011600","6","6","6","6","6","6","6","6","6","6","6","5"
"Midlands","MEASE R","MEASHAM_STW_TO_CONF_HOOBOROUGH_BK","028010151012",3.1,"SK3225 1181","SK2940 1258","SK3018012370","6","6","6","6","6","6","6","6","6","6","6","5"
"Midlands","MEASE R","CONF_HOOBOROUGH_BK_TO_MILL_FARM","028010151016A",9,,,"SK1920013900","6","6","6","6","6","6","6","6","6","6","6","5"
"Midlands","MEASE R","MILL_FARM_TO_CONF_RTRENT","028010151016B",11,,,"SK1920013900","6","6","6","6","6","6","6","6","6","6","6","5"
"Midlands","CHILCOTE BK","CHILCOTE_WTW_TO_CONF_R_MEASE","028010151304",2,"SK2847 1034","SK2730 1149","SK2783011000",,,"6","6","6","6","6","6","6","6","6","6"
"Midlands","OVERSEAL BK","OVERSEAL_STW_TO_CONF_R_MEASE","028010151504",2.6,"SK2903 1490","SK2910 1270","SK2870013600","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","HOOBOROUGH BK","ALBERT_VILLAGE_TO_CONF_R_MEASE","028010152004",7,"SK296 173","SK2940 1258","SK2980013100","4","5","4","5","5","5","5","5","4","4","4","4"
"Midlands","GILWISKAW BK","US_ASHBY_DAIRY_TO_PACKINGTON_STW","028010152508",3.5,"SK3559 1795","SK3592 1382","SK3540011600","6","6","6","6","6","6","5","6","6","6","6","5"
"Midlands","GILWISKAW BK","PACKINGTON_STW_TO_CONF_MEASE","028010152512",6,"SK3592 1382","SK3363 1006","SK3540011600","6","6","6","6","6","6","6","6","6","6","6","5"
"Midlands","TAME R (OLDBURY ARM)","ASHES_RD_BR_TO_DS_UNION_RD","028010153002",5,"SO985  876","SO977  912","SO9830090701","6","6","4","4","5","4","4","4","4","4","4","4"
"Midlands","TAME R","JUNCTION_OF_ARMS_BESCOT_TO_SANDWELL_PK","028010153004",6,"SP0067 9621","SP029  926","SP1070089700","6","6","6","5","5","5","5","5","5","5","5","5"
"Midlands","TAME R (OLDBURY ARM)","DS_UNION_RD_TO_EAGLE_LN_TIPTON","028010153006",3.576,"SO977  912","SO979  931","SO9790093100","5","5","4","4","4","4","4","3","3","3","3","3"
"Midlands","TAME R (OLDBURY ARM)","TIPTON_TO_WOLVERHAMPTON_ARM_BESCOT","028010153008",4.989,"SO979  931","SP0067 9621","SP0060096200","5","4","3","3","3","3","3","3","3","3","3","3"
"Midlands","TAME R","SANDWELL_PARK_TO_PACK_HORSE_BR","028010153010",6,"SP029  926","SP071  919","SP1070089700","6","6","6","5","5","6","5","5","5","5","5","5"
"Midlands","TAME R","PACK_HORSE_BR_PERRY_BARR_TO_R_REA","028010153012",5,"SP071  919","SP107  897","SP1070089700","6","6","6","5","5","5","5","5","5","5","5","5"
"Midlands","TAME R","R_REA_TO_WATER_ORTON_BRIDGE","028010153016",7.5,"SP107  897","SP1740 9141","SP1690091400","5","5","5","5","5","5","5","5","5","5","5","5"
"Midlands","TAME R","WATER_ORTON_BR_TO_COLESHILL_STW_OUTFALL","028010153022",2,"SP1740 9141","SP1938 9139","SP1919091450","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","TAME R","COLESHILL_STW_TO_LEA_MARSTON","028010153024",5,"SP1938 9139","SP205  934","SP2058693426","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","TAME R","LEA_MARSTON_TO_COTON_BR","028010153028",1.2,"SP205  934","SP2136 9426","SP2125494348","6","6","6","6","6","6","6","6","6","6","6","5"
"Midlands","TAME R","COTON_BK_TO_CONF_KINGSBURY_BK","028010153032",2.3,"SP214  943","SP213  962","SP2157095712","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","TAME R","CONF_KINGSBURY_BK_TO_CONF_R_ANKER","028010153036",9,"SP213  962","SK205  038","SK2102601795","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","TAME R","CONF_R_ANKER_TO_RD_BR_ELFORD","028010153042",8.9,"SK2055 0379","SK192  098","SK1920009900","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","TAME R","RD_BR_ELFORD_TO_CONF_R_TRENT","028010153044",8,"SK192  098","SK1918 1488","SK1879113916","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","ANKER R","ANKER_BRIDGE_TO_CONF_SKETCHLEY_BK","028010154004",4,"SP4145 8880","SP3890 9125","SP4140088800","5","6","6","6","6","6","5","6","6","5","5","5"
"Midlands","ANKER R","CONF_SKETCHLEY_BK_TO_CONF_WEM_BK","028010154008",5,"SP3890 9125","SP3660 9125","SP3670091300","4","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","ANKER R","CONF_WEM_BK_TO_CONF_CHANGE_BK","028010154012",2,"SP3660 9125","SP3630 9280","SP3640092700","4","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","ANKER R","CHANGE_BK_TO_NUNEATON_HARTSHILL_STW","028010154016",6.5,"SP3630 9280","SP3345 9580","SP3390095600","4","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","ANKER R","NUNEATON_STW_TO_MANCETT_BR_WITHERLEY","028010154022",2,"SP3345 9580","SP3250 9710","SP3250097100","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","ANKER R","WITHERLEY_TO_CONF_R_SENCE","028010154024",2,"SP3250 9710","SP3160 9920","SP3170098500","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","ANKER R","CONF_R_SENCE_TO_CONF_PENMIRE_BK","028010154028",3.5,"SP3160 9920","SK2880 0060","SP3080099500","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","ANKER R","CONF_PENMIRE_BK_TO_CONF_POTFORD_BK","028010154032",6,"SK2880 0060","SK2650 0400","SK2610002300","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","ANKER R","CONF_POTFORD_BK_TO_CONF_R_TAME","028010154036",8.5,"SK2650 0400","SK2045 0375","SK2130003700","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","PENMIRE BK","GRENDON_STW_TO_CONF_R_ANKER","028010155008",1.8,"SP2775 9970","SK2880 0060","SK2870000600",,"6","6","6","6","6","6","6","6","6","5","4"
"Midlands","SENCE R","FB_AT_HUGGLESCOTE_TO_KELHAM_BRIDGE","028010156004",2.4,"SK4270 1240","SK406  120","SK4248012400","4","4","4","4","4","4","4","4","4","4","4","4"
"Midlands","SENCE R","KELHAM_BRIDGE_TO_PISCA_LANE","028010156008",2.262,"SK406  120","SK394  108","SK3940010800","4","5","5","5","5","4","4","4","4","4","4","4"
"Midlands","SENCE R","NEWTON_BURGOLAND_TO_CONGERSTONE","028010156012",6.976,"SK3800 0870","SK3660 0560","SK3670005600","6","6","6","6","6","6","5","5","5","5","5","5"
"Midlands","SENCE R","CONGERSTONE_TO_SHEEPY_MAGNA","028010156016",8,"SK3660 0560","SK3280 0150","SK3520003100","6","6","6","6","6","6","6","6","6","6","6","5"
"Midlands","SENCE R","SHEEPY_MAGNA_TO_CONF_R_ANKER","028010156022",3.6,"SK3280 0150","SP3140 9910","SP3220099600","6","6","6","6","6","5","5","5","5","5","5","5"
"Midlands","STOKE GOLDING BK","CONF_TWEED_RIVER_TO_CONF_R_SENCE","028010156204",11,"SP4080 989","SP3250 9980","SK3550000400","4","5","5","5","5","4","4","4","4","4","4","4"
"Midlands","CARLTON BK","B582_BARLESTONE_TO_CONF_R_SENCE","028010157008",8,"SK430  055","SK363  042","SK3870004400","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","IBSTOCK BK","A447_RD_BR_IBSTOCK_TO_CONF_R_SENCE","028010157404",4,"SK4050 0910","SK3775 0675","SK3900008200","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","WEM BK","FB_AT_SHILTON_TO_BULKINGTON_STW","028010159004",3,"SP397  853","SP379  866","SP3839685951","5","5","6","6","6","5","5","5","5","5","5","5"
"Midlands","WEM BK","BULKINGTON_STW_TO_BULKINGTON_ROAD","028010159008",0.5,"SP3790 8660","SP3775 8670","SP3760086800","5","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","WEM BK","BULKINGTON_ROAD_TO_CONF_WITH_R_ANKER","028010159012",6,"SP3775 8670","SP3660 9125","SP3660091200","4","4","5","4","4","5","5","5","6","6","5","4"
"Midlands","SKETCHLEY BK","BROOKFIELD_RD_BR_TO_HINCKLEY_STW","028010160004",1,"SP4210 9270","SP4144 9265","SP4220092800","3","4","3","3","3","3",,,"3","3","3","3"
"Midlands","SKETCHLEY BK","HINCKLEY_STW_OUTFALL_TO_CONF_R_ANKER","028010160008",3.2,"SP4144 9265","SP3890 9125","SP3910091500","4","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","BLACK/BOURNE BK","A38T_LONDON_ROAD_TO_CONF_R_TAME","028010161012",15,"SK1340 0370","SK2105 0170","SK2033901572","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","FOOTHERLEY BK","LITTLE_ASTON_STW_TO_BLACKBOURNE_BK","028010162008",3.7,"SK0935 0190","SK1075 0505","SK0990003800","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","CRANE/BURNTWOOD BK","BURNTWOOD_STW_TO_A461_BRIDGE","028010163008",1,"SK080  079","SK088  076","SK1040805323","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","CRANE/BURNTWOOD BK","A461_BRIDGE_TO_BLACKBOURNE_BK","028010163012",3.6,"SK088  076","SK107  050","SK1040805323","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","LANGLEY BK","LANGLEY_MILL_STW_TO_CONF_R_TAME","028010164004",7,"SP156  966","SP205  999","SP1870098200","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","KINGSBURY BK","TRIB_KINGSBURY_WOOD_TO_CONF_R_TAME","028010165004",1.5,"SP226  963","SP213  962","SP2170096100","6","5","5","5","5","5","5","4","4","4","4","4"
"Midlands","BOURNE R","B4098_RD_BR_TO_CONF_OF_WHITACRE_BK","028010166008",4.5,"SP2750 8873","SP2457 9135","SP2472091250",,"6","6","6","6","6","6","6","6","6","6","6"
"Midlands","BOURNE R","WHITACRE_BK_TO_SLUICE_US_SHUSTOKE_RES","028010166012",1.5,"SP2457 9135","SP2345 9155","SP2400091400","6","6","6","6","6","6","6","6","6",,"6","6"
"Midlands","BOURNE R","SLUICE_US_SHUSTOKE_RES_TO_R_TAME","028010166016",2,"SP2345 9155","SP2160 9160","SP2170091400","6","6","6","6","6","6","6","6","6","6","6","6"
"Midlands","BLYTHE R","EARLSWOOD_RES_TO_CONF_WITH_CRAN_BK","028010168004",7,"SP1150 7430","SP1556 7736","SP1270075300","4","4","4","4","4","4","4","4","4","4","3","3"
"Midlands","BLYTHE R","CONF_WITH_CRAN_BK_TO_M42_BRIDGE","028010168008",4.5,"SP1556 7736","SP187  795","SP1640078900","3","3","3","3","3","3","3","3","3","3","3","3"
"Midlands","BLYTHE R","M42_RD_BRIDGE_TO_CUTTLE_BK_CONF","028010168012",6,"SP187  795","SP208  763","SP2080076300","4","4","4","4","4","4","4","4","3","3","3","3"
"Midlands","BLYTHE R","CUTTLE_BK_CONF_TO_CONF_EASTCOTE_BK","028010168016",6.7,"SP208  763","SP213  801","SP2160079300","4","4","4","4","4","4","4","4","4","4","4","4"
"Midlands","BLYTHE R","CONF_EASTCOTE_BK_TO_CONF_HORN_BK","028010168022",2.5,"SP2130 8007","SP220  819","SP2150081300","6","5","5","5","5","5","5","5","5","5","5","5"
"Midlands","BLYTHE R","HORN_BK_TO_BLYTHE_BR","028010168024",20,"SP220  819","SP2110 8990","SP2180085200","6","5","5","5","5","6","5","6","6","6","6","5"
"Midlands","BLYTHE R","BLYTHE_BR_TO_CONF_R_TAME","028010168028",2,"SP2110 8990","SP2115 9160","SP2110089800","5","5","5","5","5","5","5","5","5","6","5","5"
