"REGION","RNAME","SNAME","KEY","LENGTH","UPNGR","DOWNNGR","CHEMNGR","P_GQA_90","P_GQA_95","P_GQA_00","P_GQA_01","P_GQA_02","P_GQA_03","P_GQA_04","P_GQA_05","P_GQA_06","P_GQA_07","P_GQA_08","P_GQA_09"
"Wales","SIRHOWY","SSO Gelligroes - Conf. Police Stn Str","056070000803B",2.1,"ST178  964","ST177  947","ST1778394678",,"1","1","2","2","2","2","2","2","1","1","1"
"Wales","SIRHOWY","Conf.Police Stn Str.-Nant Gwrhay","056070000805",3.3,"ST182  992","ST178  964","ST1779796975",,"2","1","2","1","1","1","1","1","1","1","1"
"Wales","SIRHOWY","Nant Gwrhay - Nant Yr Helyg","056070000806",6.7,"SO166  040","ST182  992","ST1779796975",,"2","1","2","1","1","1","1","1","1","1","1"
"Wales","SIRHOWY","Nant Yr Helyg - Scotch Peter Trib.","056070000808",4.8,"SO146  080","SO166  040","SO1646004250","3","1","2","2","2","2","2","1","1","1","2","2"
"Wales","SIRHOWY","Scotch Peter Trib.-Nant Melyn","056070000809",2.5,"SO141  101","SO146  080","SO1451908404","2","5","4","3","3","3","2","4","4","4","4","4"
"Wales","SIRHOWY","Nant Melyn - Outlet Shon-Shefris Res.","056070000810",2,"SO131  115","SO141  101","SO1348310608","2","1","1","1","1","1","1","1","1","2","1","1"
"Wales","EBBW FACH","Ebbw Fawr Conf. - Afon Tyleri","056070003601",3,"SO214  040","SO209  018","SO2095401937","2","2","1","1","1","1","1","2","2","2","2","2"
"Wales","EBBW FACH","Afon Tyleri - Trib.Henwaun Coll.","056070003604",3.5,"SO199  072","SO214  040","SO2095104638","2","2","1","1","2","2","2","2","2","2","2","2"
"Wales","EBBW FACH","Conf.Trib.Henwaun Coll-Conf.Nant Ystruth","056070003606",1,"SO199  078","SO199  072","SO2095104638",,"2","1","1","2","2","2","2","2","2","2","2"
"Wales","HAWSE REEN","Conf.Broadway Reen - Main Railway Line","056080000101",3,"ST279  828","ST274  810","ST2854181651","5","5","5","5","5","5","5","5","5","5","5","5"
"Wales","BROADWAY REEN","Peterstone Gout - Cydwelly Arch","056090000101",3.3,"ST276  831","ST278  807","ST2757183102","4","5","5","4","4","5","5","5","5","5","5","5"
"Wales","RHYMNEY","Tidal Limit - Conf.Nant Fawr","057010000103",5.6,"ST229  839","ST208  797","ST2140980755","2","2","2","2","2","2","1","1","1","1","2","2"
"Wales","RHYMNEY","Conf.Nant Fawr-Conf.Nant Y Draethen","057010000105A",7,"ST223  873","ST229  839","ST2424085470","2","1","2","2","2","2","1","1","1","3","3","3"
"Wales","RHYMNEY","Conf.NantYDraethen-Conf.Nant T.Jenkin","057010000106",4.6,"ST195  884","ST223  873","ST2230087650","2","1","2","2","1","1","1","1","1","2","2","2"
"Wales","RHYMNEY","Conf.Nant T.Jenkin-Conf.Trethomas Bk.","057010000107",1.5,"ST184  884","ST195  884","ST1949288512","2","1","2","2","1","1","1","1","1","1","1","1"
"Wales","RHYMNEY","Conf.Trethomas Bk. - Conf.Porset Bk.","057010000109",2.2,"ST165  884","ST184  884","ST1700088460","2","1","2","2","1","1","1","1","2","2","2","1"
"Wales","RHYMNEY","Conf.Porset Bk. - Conf.Nant Y Aber","057010000110",0.2,"ST164  885","ST165  884","ST1646088401","2","1","1","1","1","1","1","2","2","2","5","5"
"Wales","RHYMNEY","Conf.Nant Y Aber - Conf.Nant Y Ffrwd","057010000111",5.2,"ST155  923","ST164  885","ST1590588890","2","1","2","2","1","1","1","1","1","2","2","3"
"Wales","RHYMNEY","Conf.NantyFfrwd-Conf.Nant Harris","057010000112",1.5,"ST147  931","ST155  923","ST1590588890",,"1","2","2","1","1","1","1","1","2","2","3"
"Wales","RHYMNEY","Nant Twyn Harris - Nant Cylla","057010000114",0.9,"ST148  941","ST147  931","ST1465093970","3","2","2","2","1","1","1","1","1","2","2","2"
"Wales","RHYMNEY","Nant Cylla - U/S Minewater disch.","057010000115",3.4,"ST153  963","ST148  941","ST1550394979","2","2","2","1","1","1","1","1","1","1","1","1"
"Wales","RHYMNEY","U/S Minewater disch. - Bargoed Washery","057010000115A",3.1,"ST153  993","ST153  963","ST1544097570","2","2","2","2","1","1","1","1","1","2","2","1"
"Wales","RHYMNEY","Conf.Bargoed Washery - Nant Bargoed","057010000116A",1,"SO151  003","ST153  993","ST1527699953","2","2","2","1","1","1","1","1","1","1","5","5"
"Wales","RHYMNEY","Nant Bargoed Rhymney-New Tredegar Rd.Br.","057010000117",3.8,"SO142  031","SO151  003","SO1505400325","2","1","2","2","1","1","1","1","1","1","1","1"
"Wales","RHYMNEY","New Tredegar Rd.Br.-Nant Abertwsswg","057010000117A",5.4,"SO120  062","SO142  031","SO1403603408","2","1","2","1","1","1","1","1","1","1","2","2"
"Wales","RHYMNEY","Nant Abertysswg - Nant Carno","057010000119",2.8,"SO108  086","SO120  062","SO1175606363","1","2","2","2","1","1","1","1","1","1","1","1"
"Wales","RHYMNEY","Nant Carno-Rhymney Br.Filter Hse","057010000120",0.5,"SO103  102","SO108  086","SO1062009500","2","1","3","2","2","2","2","2","2","2","2","2"
"Wales","PORSET BROOK","Conf.R.Rhymney - Conf.Nant Y Calch","057010001401",1.7,"ST158  871","ST165  884","ST1648588278","3","2","2","2","2","2","2","2","2","2","2","2"
"Wales","GLEDYR","Conf.Nant Y Calch - Penrhos Tip","057010001402",1.5,"ST137  869","ST158  871","ST1530086900","3","2","2","2","2","2","2","2","2","2","2","2"
"Wales","NANT Y ABER","Conf.Rhymney-U/S Pont Y Gwindy Ind.Est.","057010001701",0.5,"ST157  884","ST164  885","ST1610388497","2","2","2","2","2","2","2","2","2","2","2","2"
"Wales","NANT Y ABER","U/S Pont Y Gwindy Ind.Est.-Nant Cwm Parc","057010001702",5.1,"ST120  893","ST157  884","ST1535388174","2","2","2","2","2","2","2","2","2","3","5","5"
"Wales","NANT CYLLA","R.Rhymney - Penallta Colliery Str.","057010002201",1.5,"ST142  958","ST148  941","ST1455094510","4","2","2","2","2","2","2","2","2","3","3","3"
"Wales","NANT CYLLA","Pen'a Coll.Str.-Above Penallta Coll.Str.","057010002202",2.8,"ST134  980","ST142  958","ST1436096220",,"2","2","2","2","2","2","2","2","3","3","3"
"Wales","NANT BARGOED RHYMN","R.Rhymney - Nant Llian","057010002501",1,"SO145  006","SO151  003","SO1443000640","2","1","1","2","2","2","1","1","2","2","2","2"
"Wales","NANT BARGOED RHYMN","Nant Llian - Ogilvie Coll.Minewater","057010002502",4,"SO120  030","SO145  006","SO1443000640","2","1","1","2","2","2","1","1","2","2","2","2"
"Wales","NANT BARGOED RHYMN","Ogilvie Coll.Minewater-Nant Hir","057010002503B",1.2,"SO114  036","SO120  030","SO1185903055",,"1","1","2","2","2","1","1","2","3","3","4"
"Wales","NANT BARGOED RHYMN","Nant Hir - H/water","057010002504",3,"SO100  062","SO114  036","SO1185903055",,"1","1","2","2","2","1","1","2","3","3","4"
"Wales","TAFF","Tidal Limit - Conf.Whitchurch Bk.","057020000104",1.5,"ST157  784","ST170  780","ST1693578275","5","4","4","4","3","4","4","4","3","3","3","3"
"Wales","TAFF","Conf.Whitchurch Bk.-Conf.Melyn Griffith","057020000106",3.2,"ST143  802","ST157  784","ST1515178394","5","4","4","4","3","4","4","4","3","3","3","3"
"Wales","TAFF","Conf.M.G.F.-Conf.Nant y Fforest Goch","057020000107",2.7,"ST131  820","ST143  802","ST1315581618","5","4","4","4","3","4","4","4","4","4","3","3"
"Wales","TAFF","Conf.NantyFforest Goch-Tonteg Bk.","057020000111",5.6,"ST107  862","ST131  820","ST1173683795","5","4","4","4","4","4","4","4","4","4","4","3"
"Wales","TAFF","Conf.Tonteg Bk.-Conf.Nant Y Fforest","057020000117",4,"ST085  888","ST107  862","ST1072886745","5","4","4","4","4","4","4","4","3","4","3","3"
"Wales","TAFF","Conf.Nant Y Fforrest-Conf.R.Rhondda","057020000120",1.8,"ST072  899","ST085  888","ST0793789727","5","3","4","4","3","4","4","4","3","3","3","3"
"Wales","TAFF","Conf.R.Rhondda - Conf.Nant Caedudwg","057020000121",2.5,"ST085  920","ST072  899","ST0728589958","5","5","5","5","4","5","4","5","4","4","3","3"
"Wales","TAFF","Conf.Nant Caedudwg-U/S Cilfynydd STW","057020000123",1,"ST082  932","ST085  920","ST0774691046",,"1","5","5","4","5","4","4","4","4","3","3"
"Wales","TAFF","U/S Cilfynydd STW - Conf.R.Cynon","057020000123A",2.7,"ST084  950","ST082  932","ST0823593680","2","2","2","2","1",,"2","2",,,,
"Wales","TAFF","Conf.R.Cynon - Conf.Nant Mafon","057020000125",1.3,"ST093  957","ST084  950","ST0842194949","2","2","1","1","1","1","1","1","2","2","1","1"
"Wales","TAFF","Conf.Nant Mafon-Conf.Nant Aberfan","057020000126",5.8,"ST077  990","ST093  957","ST0964996515","6","1","1","1","1","1","1","1","1","2","1","1"
"Wales","TAFF","Nant Aberfan-Nant Y Maen","057020000129A",1.4,"SO073  002","ST077  990","ST0964996515",,"1","1","1","1","1","1","1","1","2","1","1"
"Wales","TAFF","Conf.Nant Y Maen-Nant Cannaid","057020000130A",4.8,"SO056  040","SO073  002","SO0709401973","4","2","1","1","1","1","2","2","2","2","2","2"
"Wales","TAFF","Conf.Nant Cannaid-Nant Rhyd Y Car","057020000135",1.5,"SO051  055","SO056  040","SO0546104637","2","1","1","1","1","1","2","2","2","2","2","2"
"Wales","TAFF","Conf.Nant Rhyd'r-Conf.Morlais","057020000136",1.1,"SO046  064","SO051  055","SO0498805621","2","2","1","1","1","1","2","2","2","2","2","2"
"Wales","TAFF","Conf.Nant Morlais-Conf.Taff Fechan","057020000138",1.4,"SO037  072","SO046  064","SO0419606828","2","1","1","1","1","1","2","2","2","2","2","1"
"Wales","TAFF FAWR","Conf.Taff Fechan-Pant Sychbant","057020000140",3.9,"SO016  102","SO037  072","SO0336007523","3","1","1","1","1","1","1","2","2","2","2","1"
"Wales","TAFF FAWR","Pant Sychbant - Llwynon Res.Outlet","057020000142",1.7,"SO013  114","SO016  102","SO0336007523","3","1","1","1","1","1","1","2","2","2","2","1"
"Wales","TAFF FAWR","Llwynon Res.Outlet - Conf.Nant Ddu","057020000143",3.5,"SO003  149","SO013  114","SO0336007523",,"1","1","1","1","1","1","2","2","2","2","1"
"Wales","TAFF FAWR","Conf.Nant Ddu - U/S Cantref WTW","057020000144",1.1,"SO000  152","SO003  149","SO0336007523",,"1","1","1","1","1","1","2","2","2","2","1"
"Wales","RHONDDA","Conf.R.Taff - Conf.Nant Bl.henn'sg","057020001601",2.1,"ST058  907","ST072  899","ST0675690299","2","1","2","2","2","2","1","1","1","2","2","2"
"Wales","RHONDDA","Conf.Nant Bl.henn'sg-Conf.Nant Cymmer","057020001603",3.2,"ST028  911","ST058  907","ST0337990984","2","2","2","2","2","2","2","2","2","2","2","2"
"Wales","RHONDDA","Conf.Nant Cymmer - Conf.Rhondda Fach","057020001606",0.6,"ST024  915","ST028  911","ST0337990984","2","2","2","2","2","2","2","2","2","2","2","2"
"Wales","RHONDDA FAWR","Conf.Rhondda Fach-Conf.Nant Gwyn","057020001607",3,"SS998  922","ST024  915","ST0240691524","3","2","1","2","1","2","1","1","1",,"1","1"
"Wales","RHONDDA FAWR","Conf.Nant Gwyn - Conf.Nant Bodringallt","057020001611",3.9,"SS986  949","SS998  922","SS9975092154",,"2","1","1","1","2","2","2","1","2","2","2"
"Wales","RHONDDA FAWR","Conf.Nant Bodr'allt-Conf.Nant Lan","057020001613",2,"SS970  955","SS986  949","SS9975092154","2","2","1","1","1","2","2","2","1","2","2","2"
"Wales","RHONDDA FAWR","Conf.Nant Lan - Conf.Nant Saerbren","057020001615",4.5,"SS942  980","SS970  955","SS9666995933","2","1","1","1","1","1","1","1","1","2","2","2"
"Wales","RHONDDA FAWR","Conf.Nant Saerbren-Conf.Afon Selsig","057020001618",1.8,"SS928  991","SS942  980","SS9287499063",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHONDDA FAWR","Conf.Afon Selsig-Conf.Nant Blaen Rhondda","057020001620",1.8,"SN926  006","SS928  991","SS9287499063",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","RHONDDA FACH","Conf.Rhondda Fawr-Conf.Nant Llechau","057020002301",2.7,"ST021  938","ST024  915","ST0242491684","3","2","2","2","2","2","2","2","2","2","2","2"
"Wales","RHONDDA FACH","Conf.Nant Llechau-Conf.Nant Pendyrys","057020002302",3.5,"ST007  962","ST021  938","ST0242491684",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","RHONDDA FACH","Conf.Nant Pendyrys-Conf.Maerdy Bk.","057020002303",3.9,"SS978  981","ST007  962","ST0005097180",,"2","2","2","2","2","2","2","1","2","2","2"
"Wales","RHONDDA FACH","Conf.Maerdy Bk.-Conf.Nant Gowanant","057020002304",2.4,"SS964  998","SS978  981","ST0005097180",,"2","2","2","2","2","2","2","1","2","2","2"
"Wales","RHONDDA FACH","Conf.Nant G'nant-O/flow Castell Nos Res.","057020002305",0.3,"SN963  002","SS964  998","ST0005097180",,"2","2","2","2","2","2","2","1","2","2","2"
"Wales","CWM CLYDACH","Conf.Rhondda Fawr-Conf.Nant Yr Haul","057020003301",2.4,"SS969  928","SS994  927","SS9921292670",,"1","1","2","2","2","2","2","2","2","1","1"
"Wales","PARC","Conf.Rhondda Fawr-Conf.Nant Dar","057020003801",1.8,"SS945  956","SS959  967","SS9577596431",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","SELSIG","Conf.Rhondda Fawr-Conf.Nant Lluest","057020004401",0.6,"SS923  990","SS928  991","SS9276999058",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","CLYDACH","Conf.R.Taff - Conf.Llys Nant","057020005201",1.8,"ST066  928","ST082  928","ST0802192842","2","2","1","1","1","1","1","1","1","1","1","1"
"Wales","CLYDACH","Llys Nant - Lady Windsor Washery","057020005202A",1,"ST063  938","ST066  928","ST0656293108","2","2","1","1","1","1","1","1","1","1","1","1"
"Wales","CLYDACH","Lady Windsor W'shry-Conf.Nant Y Ffrwd","057020005202B",1.7,"ST055  950","ST063  938","ST0623094030",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","CLYDACH","Conf.Nant Y Ffrwd - U/S Ffynnon Dwym Tip","057020005204",1.8,"ST051  961","ST055  950","ST0549995007",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","CLYDACH","U/S Ffynnon Dwym Tip - Nant Yr Ysfa","057020005205",1.1,"ST040  968","ST051  961","ST0549995007",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","CYNON","Conf.R.Taff-Conf.Nant Dafaid","057020005701",3.9,"ST063  977","ST084  950","ST0780195778","3","2","2","2","2","2","2","2","2","2","2","2"
"Wales","CYNON","Conf.Nant Defaid-Conf.Nant Daren Las","057020005703",1.5,"ST051  988","ST063  977","ST0610097680","3","2","2","2","2","3","2","3","2","2","2","2"
"Wales","CYNON","Conf.Nant Daren Las-Phurnacite North O/F","057020005704",3.4,"SO031  001","ST051  988","ST0369499741","2","2","2","2","1","2","2","2","2","2","1","1"
"Wales","CYNON","North O/f P.Plant-Conf.Nant Gwawr","057020005707B",2.4,"SO014  016","SO029  003","SO0244701134","2","2","2","2","1","2","2","2","2","2","2","2"
"Wales","CYNON","Conf.Nant Gwawr - Nant.Y.Wennalt","057020005710",1.8,"SO005  028","SO014  016","SO0244701134","2","2","2","2","1","2","2","2","2","2","2","2"
"Wales","CYNON","Conf.Nant Y Wennalt-Conf.Nant Grove","057020005712",5.1,"SN968  053","SO005  028","SO0024003440","2","2","1","1","1","2","2","2","2","2","2","1"
"Wales","CYNON","Conf.Nant Grove-Conf.Nant Y Bwlch","057020005716",1.5,"SN957  058","SN968  053","SN9605005480","3","2","1","1","1","1","2","2","2","2","1","1"
"Wales","CYNON","Conf.Nant Y Bwlch-Conf.Nant Y Bwllfa","057020005718",0.8,"SN954  065","SN957  058","SN9539006518","2","1","1","1","1","1","1","2","2","2","2","1"
"Wales","CYNON","Nant Bwllfa - Penderyn Quarry","057020005719A",2.6,"SN949  088","SN954  065","SN9539006518","2","1","1","1","1","1","1","2","2","2","2","1"
"Wales","CYNON","Penderyn Quarry - Conf.Cwm Cadlan","057020005719B",0.9,"SN953  097","SN949  088","SN9539006518","3","1","1","1","1","1","1","2","2","2","2","1"
"Wales","AMMAN","Conf.R.Cynon - Conf.Ffyrnant","057020006801",2.5,"ST005  994","SO020  012","SO0194201163","2","2","1","1","1","2","1","2","1","1","1","1"
"Wales","NANT DARE","Conf.R.Cynon-Conf.Afon Dar","057020007101",3.7,"SN973  027","SO006  027","SO0050902628","2","1","1","1","1","2","2","2","1","1","1","1"
"Wales","TAF BARGOED","Conf.R.Taff - Conf.Nant Caiach","057020008701",1,"ST102  970","ST096  966","ST0970896451","2","2","1","1","1","1","1","1","1","1","1","1"
"Wales","TAF BARGOED","Conf.Nant Caiach-Trelewis Drift Mine","057020008702",2.6,"ST103  990","ST102  970","ST0970896451","2","2","1","1","1","1","1","1","1","1","1","1"
"Wales","TAF BARGOED","Trelewis Drift Mine-U/S Minewater disch.","057020008703B",0.4,"ST102  996","ST103  990","ST0984896659","2","2","1","1","1","1","1","1","1","2","2","2"
"Wales","TAF BARGOED","U/S Minewater disch.-Conf.Nant Llwynog","057020008704",1.4,"SO094  009","ST102  996","ST1014799618","2","1","1","1","1","2","2","2","1","1","1","1"
"Wales","TAF BARGOED","Conf.Nant Ll'ng-Conf.Nant Gyrawd","057020008705A",4.2,"SO089  046","SO094  009","SO0893804560","2","2","1","1","1","1","1","1","1","1","1","1"
"Wales","TAF BARGOED","Conf.Nant Gyrawd-Headwaters","057020008706",1.7,"SO080  057","SO089  046","SO0883604620","2","2","1","1","1","1","1","1","1","1","1","1"
"Wales","NANT GYRAWD","Conf.Taf Bargoed-Headwaters","057020009301",1.3,"SO089  058","SO089  046","SO0893804560",,"2","1","1","1","1","1","1","1","1","1","1"
"Wales","NANT MORLAIS","Conf.R.Taff - Conf.Goitre Brook","057020010601",1,"SO053  068","SO046  064","SO0490906459","3","2","2","2","2","2","2","2","2","2","2","2"
"Wales","NANT MORLAIS","Conf.Goitre Bk.-Headwaters","057020010602A",2.4,"SO069  085","SO053  068","SO0490906459","3","2","2","2","2","2","2","2","2","2","2","2"
"Wales","TAF FECHAN","Conf.R.Taff - Conf.Cwm-moel","057020011001",3.1,"SO044  097","SO037  072","SO0373607595","2","2","1","1","1","2","2","2","2","1","1","1"
"Wales","TAF FECHAN","Conf.Cwm-moel-1.3km below O/F","057020011003A",2.6,"SO060  107","SO044  097","SO0373607595",,"2","1","1","1","2","2","2","2","1","1","1"
"Wales","TAF FECHAN","1.3km blw Res.O/F-Outlet Pontsticill Res","057020011003C",1.6,"SO061  118","SO060  107","SO0373607595",,"2","1","1","1","2","2","2","2","1","1","1"
"Wales","TAF FECHAN","Pontsticill Res.Out-Lwr Neuadd Res.Out","057020011004",7.1,"SO031  180","SO061  118","SO0373607595",,"2","1","1","1","2","2","2","2","1","1","1"
"Wales","ELY","Tidal Limit - Conf.Fairwater Bk.","057030000103",1.4,"ST140  770","ST149  766","ST1454276829",,"5","5","5","5","5","5","5","4","4","4","4"
"Wales","ELY","Conf.Fairwater Bk.-Nant Dowlais","057030000104",4.7,"ST104  768","ST140  770","ST1194076983","5","5","5","5","5","5","5","5","4","4","4","4"
"Wales","ELY","Conf.Nant Dowlais-Conf.Ely Moors Drn","057030000106",2.6,"ST081  761","ST104  768","ST0996076920","5","5","5","5","5","5","5","5","4","4","3",
"Wales","ELY","Conf.Ely Moors Drainage-Rd.Br.Nr.Bryn Fm","057030000108",3.5,"ST067  780","ST081  761","ST0812976131","5","5","5","5","5","5","5","5","4","3","3","3"
"Wales","ELY","Rd.Br.nr.Bryn Fm. - Conf.Nant Henstaff","057030000112",0.7,"ST066  788","ST067  783","ST0659278047","5","5","5","5","5","5","5","5","4","3","3","4"
"Wales","ELY","Conf.Nant Henstaff-Conf.Nant Dyfrygi","057030000114",5.3,"ST036  809","ST066  788","ST0568179321","5","5","4","4","4","4","4","4","3","3","3","3"
"Wales","ELY","Conf.Nant Dyfrgi-Conf.Nant Melin","057030000116",1.1,"ST031  813","ST036  809","ST0568179321","5","5","4","4","4","4","4","4","3","3","3","3"
"Wales","ELY","Conf.Nant Melin - Conf.R.Clun","057030000118",0.7,"ST037  819","ST031  813","ST0347081540","5","4","4","5","4","4","4","4","4","4","3","3"
"Wales","ELY","Conf.R.Clun-Conf.Nant Mychydd","057030000119",1.7,"ST035  834","ST037  819","ST0330382760","5","4","4","5","4","4","4","4","4","4","4","3"
"Wales","ELY","Conf.Nant Mychydd-Conf.Nant Cwm Ddu","057030000120",2.3,"ST027  848","ST035  834","ST0341484572","5","5","5","5","5","5","5","5","5","5","5","4"
"Wales","ELY","Conf.Nant Cwm Ddu-Conf.Nant Coed Ely","057030000121",1.4,"ST019  857","ST027  848","ST0230385114","5","2","2","2","1","1","1","1","1","1","1","1"
"Wales","ELY","Conf.Nant Coed Ely-Conf.Nant Melin","057030000122",0.8,"ST016  864","ST019  857","ST0230385114",,"2","2","2","1","1","1","1","1","1","1","1"
"Wales","ELY","Conf.Nant Melin-Conf.Nant Erin","057030000123",1.6,"ST006  874","ST016  864","ST0115386758","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","NANT DOWLAIS","Conf.Ely - Tregernog Fm.","057030000201",1.8,"ST105  787","ST104  768","ST1043777920",,"6","5","5","5","5","5","5","5","5","5","5"
"Wales","NANT CLUN","Conf.R.Ely - Conf.Mwyndy Bk.","057030002301",2.1,"ST055  825","ST037  819","ST0365081880","6","4","5","5","5","5","5","5","4","4","3","3"
"Wales","NANT CLUN","Conf.Mwyndy Bk.-Conf.Nant Cymdda Bach","057030002302",0.8,"ST058  826","ST041  824","ST0530082420",,"3","5","5","5","5","5","5","4","4","3","3"
"Wales","NANT CLUN","Conf.Nant Cymdda Bach-U/S Rhiwsaeson STW","057030002303",1.4,"ST041  824","ST058  826","ST0705182649","6","2","5","5","5","5","5","5","5","4","4","4"
"Wales","NANT CLUN","U/S Rhiwsaeson STW-Conf.Nant Myddlyn","057030002304",0.8,"ST073  837","ST073  828","ST0732082730","5","2","3","3","2","2","2","2","3","2","2","2"
"Wales","NANT DOWLAIS CLUN","Conf.Nant Myddlyn-Conf.Dowlais","057030002305",0.7,"ST075  843","ST073  837","ST0753484303","5","2","2","2","2","3","3","3","3","2","2","2"
"Wales","MYDDLYN","Conf.Dowlais Clun - Tynant","057030002401",1.9,"ST067  851","ST073  837","ST0706584206",,"2","4","4","4","2","3","3","3","3","3","3"
"Wales","NANT MYCHYDD","Conf.R.Ely - Conf.Nant Rhiwfelin","057030003101",1.4,"ST038  847","ST035  834","ST0382084226",,"4","1","1","1","1","1","1","2","2","2","1"
"Wales","NANT MYCHYDD","Conf.Nant Rhiwfelin-Conf.Nant Castelau","057030003102",1.2,"ST045  854","ST038  847","ST0410084920","2","4","1","1","1","1","1","1","1","1","1","1"
"Wales","CADOXTON","Tidal Limit - Conf.Cold Bk.","058010000102",1.5,"ST148  693","ST142  684","ST1455069060","5","4","4","4","4","4","4","5","5","5","4","4"
"Wales","CADOXTON","Conf.Cold Bk. - Conf.at Dinas Powys","058010000103",2.1,"ST157  710","ST148  693","ST1487069340",,"3","3","4","4","4","4","4","4","4","4","3"
"Wales","THAW","D/S Rd.Br.-Conf.Castleton Bk.","058020000102",0.9,"ST029  683","ST029  677","ST0295067650","5","5","4","4","4","4","4","5","4","4","4","4"
"Wales","THAW","Conf.Castleton Bk.-Conf.Nant Tre-gof","058020000103",2.7,"ST021  705","ST029  683","ST0297369622",,"5","4","4","4","4","4","5","4","4","4","3"
"Wales","THAW","Conf.Nant Tre-gof - Conf.Nant Y Stepsau","058020000105",0.7,"ST018  709","ST021  705","ST0297369622",,"5","4","4","4","4","4","5","4","4","4","3"
"Wales","THAW","Conf.Nant Y Stepsau-Conf.at Llandough","058020000106",3.4,"SS997  729","ST018  709","ST0174071660","5","5","4","4","5","5","5","5","5","5","4","4"
"Wales","THAW","Conf.at Llandough- Conf.Factory Bk.","058020000107",2.1,"SS989  740","SS997  729","SS9959073141","5","5","5","5","5","5","5","5","5","5","5","4"
"Wales","THAW","Conf.Factory Bk. -Conf.Aberthin Bk.","058020000108",2,"SS999  751","SS989  740","SS9964674669","2","1","2","1","1","1","2","2","2","2","2","1"
"Wales","THAW","Conf.Newton Bk. - Church Fm.","058020000109",2.5,"SS992  779","SS993  757","SS9964674669",,"1","2","1","1","1","2","2","2","2","2","1"
"Wales","THAW","Conf.Aberthin Bk.-Conf.Newton Bk.","058020000109A",1,"SS993  757","SS999  751","SS9964674669","2","1","2","1","1","1","2","2","2","2","2","1"
"Wales","KENSON","Conf.R.Thaw - Conf.Nant Llancarfan","058020000201",4.1,"ST051  689","ST030  675","ST0335867733","5","5","4","4","4","4","4","5","5","4","4","4"
"Wales","WEYCOCK","Conf.Llancarfan - Conf.at Lidmore","058020000202",5.6,"ST094  701","ST051  689","ST0660068820",,"5","4","5","5","5","5","5","5","5","4","4"
"Wales","LLANCARFAN","Conf.Weycock - Conf.U/S Llancarfan","058020000203",1.8,"ST051  706","ST051  689","ST0514068850",,"3","3","3","3","4","4","5","5","4","4","3"
"Wales","COLHUW","Tidal Limit - Conf.R.Hoddnant","058030000101",1.3,"SS967  679","SS956  675","SS9565667498",,"3","2","2","2","2","2","2","2","2","2","2"
"Wales","HODDNANT","Conf.R.Colhuw - Floodgate Farm","058030000102",5.2,"SS965  699","SS967  679","SS9565667498",,"3","2","2","2","2","2","2","2","2","2","2"
"Wales","OGMORE","Conf.R.Ewenny - A48 Road Bridge","058040000101A",3.4,"SS893  787","SS879  768","SS8910078400",,"4","3","3","2","3","3","3","2","2","2","2"
"Wales","OGMORE","A48 Road Bridge - Conf.Morfa Brook","058040000101B",2.1,"SS905  800","SS893  787","SS9039879431",,"4","3","3","2","3","2","3","2","2","2","2"
"Wales","OGMORE","Conf.Morfa Brook - Conf.Nant Ffornwg","058040000101C",1.5,"SS899  813","SS905  800","SS9040680250",,"4","3","3","2","3","3","2","2","2","2","2"
"Wales","OGMORE","Conf.Nant Ffornwg - Conf.R.Llynfi","058040000101D",2.9,"SS897  837","SS899  813","SS9040680250",,"4","3","3","2","3","3","2","2","2","2","2"
"Wales","OGMORE","Conf.R.Llynfi - Conf.R.Garw","058040000102A",1.5,"SS907  848","SS897  837","SS9040680250",,"4","3","3","2","3","3","2","2","2","2","2"
"Wales","OGMORE","Conf.R.Garw - Conf. Ogwr Fawr","058040000102B",3.9,"SS934  866","SS907  848","SS9040680250",,"4","3","3","2","3","3","2","2","2","2","2"
"Wales","OGWR FACH","Conf.Ogwr Fawr - Nant Iechyd","058040000102C",0.6,"SS939  869","SS934  866","SS9341386698",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","OGWR FACH","Conf.Nant Iechyd - Conf.Hendre Ifan Goch","058040000102D",3.9,"SS975  876","SS939  869","SS9409986931",,"1","2","2","1","1","1","1","1","1","1","1"
"Wales","OGWR FACH","Conf.Nant Hendre Ifan Goch - Ford","058040000102E",5.2,"SS966  912","SS975  876","SS9409986931",,"1","2","2","1","1","1","1","1","1","1","1"
"Wales","EWENNY","Conf.R.Ogmore - Conf.R.Alun","058040000201A",2.4,"SS895  771","SS879  768","SS8939577229","2","1","1","1","1","1","1","2","2","2","2","2"
"Wales","EWENNY","Conf.R.Alun - Conf. Nant Pont Sannau","058040000201B",3.1,"SS923  782","SS895  771","SS9031177415","2","1","1","1","1","2","2","2","1","1","1","1"
